submission_date,genero,edad,donde_vivis,opinion_cuarentena,home_office,act_original,opinion_circulacion,circulacion_abierta,submitter,filepath,act_limpia,circ_limpia,Profesion
30/06/2020,Hombre,Entre 56 y 65 años,rio negro,La cuarentena ya no es nada necesaria,,administracion,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"si entre esas provincias no hay contagio no es necesario que prohiba tanto , con somo cuidarse estaria bien, pero si poner cordon sanitario por si hay otra provincia con contagio, tampoco creo necesario que lo que pase en buenos aires lo tengan que sufrir las demas provincias del interior del.pais que si se cuidaron e hicieron su cuarentena a rajatabla   ",,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,['administracion'],"['si', 'entre', 'esas', 'provincias', 'no', 'hay', 'contagio', 'no', 'es', 'necesario', 'que', 'prohiba', 'tanto', 'con', 'somo', 'cuidarse', 'estaría', 'bien', 'pero', 'si', 'poner', 'cordón', 'sanitario', 'por', 'si', 'hay', 'otra', 'provincia', 'con', 'contagio', 'tampoco', 'creo', 'necesario', 'que', 'lo', 'que', 'pase', 'en', 'buenos', 'aires', 'lo', 'tengan', 'que', 'sufrir', 'las', 'demas', 'provincias', 'del', 'interior', 'del', 'pais', 'que', 'si', 'se', 'cuidaron', 'e', 'hicieron', 'su', 'cuarentena', 'a', 'rajatabla']",empleado administrativo
30/06/2020,Hombre,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,"por la edad estoy licenciado en la empresa , servicio de correo.",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,no estoy de acuerdo,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,"['por', 'la', 'edad', 'estoy', 'licenciado', 'en', 'la', 'empresa', 'servicio', 'de', 'correo']","['no', 'estoy', 'de', 'acuerdo']",servicios de correo
30/06/2020,Mujer,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,jubilada,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,['jubilada'],,jubilado
30/06/2020,Hombre,Entre 56 y 65 años,santa fe,La cuarentena ya no es tan necesaria,No trabajo ni estudio,jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,sostengo que se puede circular de acuerdo al protocolo,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['sostengo', 'que', 'se', 'puede', 'circular', 'de', 'acuerdo', 'al', 'protocolo']",jubilado
30/06/2020,Hombre,Entre 56 y 65 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,,
30/06/2020,Hombre,Entre 56 y 65 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",administracion,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,no debe haber haber  circulacion entre provincias,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,['administracion'],"['no', 'debe', 'haber', 'haber', 'circulacion', 'entre', 'provincias']",empleado administrativo
30/06/2020,Hombre,Más de 66 años,cordoba,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",trabajo en termoformado plastico,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,que la gente cuidandoce podria viajar con controles en las entradas a las ciudades,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,"['trabajo', 'en', 'termoformado', 'plastico']","['que', 'la', 'gente', 'cuidandoce', 'podria', 'viajar', 'con', 'controles', 'en', 'las', 'entradas', 'a', 'las', 'ciudades']",industrial
01/07/2020,Hombre,Más de 66 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Hombre,Entre 56 y 65 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,No trabajo ni estudio,,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Hombre,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",mecanico de auxilios,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,si circulamos es mas facil transmitir el virus,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,mecanico,"['si', 'circulamos', 'es', 'mas', 'facil', 'transmitir', 'el', 'virus']",mecanico
01/07/2020,Hombre,Más de 66 años,cordoba,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilado,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,hay que esperar cuando pase todo,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['hay', 'que', 'esperar', 'cuando', 'pase', 'todo']",jubilado
01/07/2020,Hombre,Entre 56 y 65 años,rio negro,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Hombre,Más de 66 años,formosa,La cuarentena ya no es tan necesaria,No trabajo ni estudio,jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,circular con controles,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['circular', 'con', 'controles']",jubilado
01/07/2020,Hombre,Entre 56 y 65 años,salta,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,no tengo,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,la repatriacion de personas es muy peligrosa. en salta empezaron a surgir casos desde que empezaron  a llegar repatriados,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,"['no', 'tengo']","['la', 'repatriacion', 'de', 'personas', 'es', 'muy', 'peligrosa', 'en', 'salta', 'empezaron', 'a', 'surgir', 'casos', 'desde', 'que', 'empezaron', 'a', 'llegar', 'repatriados']",desocupado
01/07/2020,Hombre,Más de 66 años,santiago del estero,La cuarentena ya no es tan necesaria,No trabajo ni estudio,jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,facilitaria el movimiento comercial sobre todo el turismo,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['facilitaria', 'el', 'movimiento', 'comercial', 'sobre', 'todo', 'el', 'turismo']",jubilado
01/07/2020,Hombre,Más de 66 años,corrientes,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,estoy totalmente de acuerdo. basta de cuarentena absurda y dictatorial,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,"['estoy', 'totalmente', 'de', 'acuerdo', 'basta', 'de', 'cuarentena', 'absurda', 'y', 'dictatorial']",
01/07/2020,Hombre,Entre 56 y 65 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,,jubilado
01/07/2020,Hombre,Más de 66 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,no trabajo,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,que esta bien la circulacion entre provincias,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,"['no', 'trabajo']","['que', 'está', 'bien', 'la', 'circulación', 'entre', 'provincias']",desocupado
01/07/2020,Hombre,Más de 66 años,entre rios,La cuarentena ya no es tan necesaria,No trabajo ni estudio,jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,,jubilado
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Hombre,Más de 66 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,solo circulacion entre provincias sin contaminacion del virus,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['solo', 'circulación', 'entre', 'provincias', 'sin', 'contaminación', 'del', 'virus']",jubilado
01/07/2020,Hombre,Entre 56 y 65 años,misiones,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",cuentapropista.,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,transporte de lo necesario.,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,['cuentapropista'],"['transporte', 'de', 'lo', 'necesario']",profesional independiente
01/07/2020,Hombre,Entre 56 y 65 años,chubut,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",trabaje para el estado.,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"las provincias con poca circulacion viral deben preservar a sus habitantes, es absurdo que por un viaje al amba una persona se contagie y luego transmita el virus a una importante cantidad de gente. se deben controlar mas las mercaderias salidas del amba y establecer un sistema de desinfeccion eficaz.",,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,"['trabaje', 'para', 'el', 'estado']","['las', 'provincias', 'con', 'poca', 'circulación', 'viral', 'deben', 'preservar', 'a', 'sus', 'habitantes', 'es', 'absurdo', 'que', 'por', 'un', 'viaje', 'al', 'amba', 'una', 'persona', 'se', 'contagie', 'y', 'luego', 'transmita', 'el', 'virus', 'a', 'una', 'importante', 'cantidad', 'de', 'gente', 'se', 'deben', 'controlar', 'más', 'las', 'mercaderías', 'salidas', 'del', 'amba', 'y', 'establecer', 'un', 'sistema', 'de', 'desinfección', 'eficaz']",jubilado
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",profesional.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"es necesario y con controles es suficiente, si estamos abultando la epidemia para favorecerse los politicos tras sus juicios , culpar a otros y encarcelarlos y a nosotros recluidos para no hacer banderasos. por le temen y no puedan ejecutar lo programado para salvarse  y llevar al pueblo a la miseria. un 50% de la poblacion tiene que vivir en la pobreza el otro 40 % endeudado para poder dominarlos y un 10 % aprox son los que pueden vivir y gobernar es lamentable a lo que nos llevan, no se olviden que ellos quieren ser parte del grupo puebla. ",,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,['profesional'],"['es', 'necesario', 'y', 'con', 'controles', 'es', 'suficiente', 'si', 'estamos', 'abultando', 'la', 'epidemia', 'para', 'favorecerse', 'los', 'politicos', 'tras', 'sus', 'juicios', 'culpar', 'a', 'otros', 'y', 'encarcelarlos', 'y', 'a', 'nosotros', 'recluidos', 'para', 'no', 'hacer', 'banderasos', 'por', 'le', 'temen', 'y', 'no', 'puedan', 'ejecutar', 'lo', 'programado', 'para', 'salvarse', 'y', 'llevar', 'al', 'pueblo', 'a', 'la', 'miseria', 'un', '50', 'de', 'la', 'poblacion', 'tiene', 'que', 'vivir', 'en', 'la', 'pobreza', 'el', 'otro', '40', 'endeudado', 'para', 'poder', 'dominarlos', 'y', 'un', '10', 'aprox', 'son', 'los', 'que', 'pueden', 'vivir', 'y', 'gobernar', 'es', 'lamentable', 'a', 'lo', 'que', 'nos', 'llevan', 'no', 'se', 'olviden', 'que', 'ellos', 'quieren', 'ser', 'parte', 'del', 'grupo', 'puebla']",profesional independiente
01/07/2020,Hombre,Más de 66 años,chubut,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,todavia no estamos capacitados para circular entre provincia por nuestra idiocincracia,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['todavía', 'no', 'estamos', 'capacitados', 'para', 'circular', 'entre', 'provincia', 'por', 'nuestra', 'idiocincracia']",jubilado
01/07/2020,Hombre,Entre 56 y 65 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",comerciante,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,con el debido cuidado la circulacion tiene que ser libre,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,comerciante,"['con', 'el', 'debido', 'cuidado', 'la', 'circulación', 'tiene', 'que', 'ser', 'libre']",comerciante
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",comerciante,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,solo para trasporte de mercaderia esencial. nada de turismo.,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,comerciante,"['sólo', 'para', 'trasporte', 'de', 'mercadería', 'esencial', 'nada', 'de', 'turismo']",comerciante
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",comercio,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,con los controles de rigor,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,['comercio'],"['con', 'los', 'controles', 'de', 'rigor']",comerciante
01/07/2020,Hombre,Más de 66 años,chubut,La cuarentena ya no es tan necesaria,No trabajo ni estudio,desocupado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,['desocupado'],,desocupado
01/07/2020,Hombre,Entre 56 y 65 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,No trabajo ni estudio,chofer de remis,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,este virus nos trajo un cambio de costumbres y cuidados necesarios para circular y mientras los cabeza de termo no sean concientes de que es muy contagioso no se yendrian que habrir la circulacion entre las provincias,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,chofer,"['este', 'virus', 'nos', 'trajo', 'un', 'cambio', 'de', 'costumbres', 'y', 'cuidados', 'necesarios', 'para', 'circular', 'y', 'mientras', 'los', 'cabeza', 'de', 'termo', 'no', 'sean', 'concientes', 'de', 'que', 'es', 'muy', 'contagioso', 'no', 'se', 'yendrian', 'que', 'habrir', 'la', 'circulacion', 'entre', 'las', 'provincias']",chofer
01/07/2020,Hombre,Más de 66 años,cordoba,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",medico,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"entre provincias q tienen pocos casos de virus, mejor seguir la constitucion nacional, libre circulacion. ",,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,medico,"['entre', 'provincias', 'q', 'tienen', 'pocos', 'casos', 'de', 'virus', 'mejor', 'seguir', 'la', 'constitución', 'nacional', 'libre', 'circulación']",medico
01/07/2020,Hombre,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"cuando pase el pico de la pandemia, se puede pensar sobre la circulacion entre provincias",,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['cuando', 'pase', 'el', 'pico', 'de', 'la', 'pandemia', 'se', 'puede', 'pensar', 'sobre', 'la', 'circulación', 'entre', 'provincias']",jubilado
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,jubilado,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,contagia,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,['contagia'],jubilado
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,,jubilado
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Hombre,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilado,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,mientras exista el peligro de contagios ... cero circulacion es necesaria.,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['mientras', 'exista', 'el', 'peligro', 'de', 'contagios', 'cero', 'circulación', 'es', 'necesaria']",jubilado
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Hombre,Más de 66 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,No trabajo ni estudio,jubilado,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,solo entre aquellas donde no hay circulacion activa del virus.,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['solo', 'entre', 'aquellas', 'donde', 'no', 'hay', 'circulación', 'activa', 'del', 'virus']",jubilado
01/07/2020,Mujer,Entre 56 y 65 años,cordoba,La cuarentena ya no es tan necesaria,No trabajo ni estudio,jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,['jubilada'],,jubilado
01/07/2020,Hombre,Entre 56 y 65 años,chubut,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",docente,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,1980d430-bfc4-11ea-9f59-9197db17f01d.csv,['docente'],,profesor
